date,close,v,RSI,OT
2009-09-08,64.0,1.22,38.73873873873868,1
2009-09-09,64.8,1.67,47.20670391061447,1
2009-09-10,65.01,1.01,46.61016949152549,1
2009-09-11,65.28,0.78,39.51999999999994,1
2009-09-14,65.14,0.69,39.14421553090324,1
2009-09-15,65.99,2.02,43.446244477172286,1
2009-09-16,67.62,2.11,61.06666666666676,0
2009-09-17,67.38,1.29,60.7427055702917,0
2009-09-18,66.6,2.36,52.89672544080601,0
2009-09-21,66.42,1.28,54.54545454545457,0
2009-09-22,67.2,1.66,67.66304347826093,0
2009-09-23,67.2,1.33,75.9146341463415,0
2009-09-24,66.22,1.25,64.14565826330528,1
2009-09-25,65.36,1.62,57.03517587939701,0
2009-09-28,65.82,1.37,61.12469437652806,0
2009-09-29,66.82,2.12,62.05250596658708,0
2009-09-30,66.46,1.13,58.49941383352866,0
2009-10-01,65.22,1.47,49.68421052631578,1
2009-10-02,65.29,1.83,50.79533404029695,1
2009-10-05,65.7,1.27,48.3870967741936,1
2009-10-06,65.78,3.21,37.63440860215051,0
2009-10-07,65.8,1.24,39.05817174515234,1
2009-10-08,65.7,1.29,43.11926605504591,1
2009-10-09,65.74,1.46,44.68749999999992,1
2009-10-12,65.6,1.08,36.11111111111098,1
2009-10-13,65.8,2.57,38.25503355704689,1
2009-10-14,67.06,1.76,56.73076923076928,0
2009-10-15,67.21,1.35,66.72694394213386,0
2009-10-16,66.12,1.66,52.43506493506504,1
2009-10-19,66.56,1.88,47.67857142857149,0
2009-10-20,66.01,1.11,46.11398963730577,0
2009-10-21,65.66,1.27,54.48979591836734,1
2009-10-22,66.78,1.79,62.52100840336136,0
2009-10-23,66.36,1.52,55.53691275167784,0
2009-10-26,65.86,1.66,50.62695924764889,0
2009-10-27,66.07,1.25,52.05479452054792,0
2009-10-28,65.6,1.45,49.27953890489907,1
2009-10-29,66.12,1.12,52.5606469002696,1
2009-10-30,65.66,2.08,50.387596899224825,1
2009-11-02,65.3,1.62,46.83544303797469,1
2009-11-03,66.51,4.49,46.49681528662423,1
2009-11-04,67.62,5.92,52.32690124858121,1
2009-11-05,67.9,2.78,61.12499999999997,1
2009-11-06,68.5,2.89,61.88725490196074,0
2009-11-09,68.5,3.46,66.36005256241778,0
2009-11-10,67.7,2.35,62.65508684863526,1
2009-11-11,67.9,1.88,57.84313725490198,1
2009-11-12,68.07,1.42,62.40928882438312,1
2009-11-13,68.22,1.75,68.04281345565747,1
2009-11-16,68.63,1.7,68.99109792284865,1
2009-11-17,68.6,1.24,73.80952380952377,1
2009-11-18,69.04,2.02,73.47266881028935,0
2009-11-19,69.0,1.44,78.79310344827584,0
2009-11-20,68.94,1.15,83.09090909090901,0
2009-11-23,68.8,1.52,75.84650112866804,0
2009-11-24,68.3,1.55,58.90052356020932,0
2009-11-25,68.06,1.8,52.11640211640207,0
2009-11-27,67.64,1.45,38.0555555555556,0
2009-11-30,67.06,2.23,32.77511961722493,0
2009-12-01,67.05,3.34,40.412979351032405,0
2009-12-02,66.74,1.5,33.42857142857133,0
